episode,episode_seed,episode_return,decision_count,normal_action_count,forced_action_count,random_action_count,policy_action_count,local_action_count,edge_action_count,cloud_action_count,drop_action_count,total_jobs,completed_jobs,dropped_jobs,unresolved_jobs,queued_jobs,started_from_waiting_jobs,waiting_timeout_drops,max_waiting_queue_length,remaining_waiting_jobs,simulation_end_time,episode_updates,global_decision_steps,global_normal_action_steps,replay_size,replay_trainable_size,replay_forced_size,masac_update_step,critic_loss,q1_loss,q2_loss,actor_loss,alpha_loss,alpha,policy_entropy,target_entropy,mean_q1,mean_q2,mean_target_q,wall_time_seconds,per_agent_returns
1,42,-1825.5233285880643,1417,1417,0,1417,0,894,417,106,0,1000,472,528,0,690,163,527,29,0,15162.875990386214,0,1417,1417,1417,1417,0,0,nan,nan,nan,nan,nan,0.10000000149011612,nan,nan,nan,nan,nan,2.9362972999806516,"{""DC-1"": -344.13924151299454, ""DC-2"": -287.976151562785, ""DC-3"": -366.5011939132224, ""DC-4"": -373.27540226645914, ""DC-5"": -453.6313393326035}"
2,43,-1974.3854607320886,1364,1364,0,1364,0,896,364,104,0,1000,441,559,0,709,150,559,27,0,14109.171329116363,0,2781,2781,2781,2781,0,0,nan,nan,nan,nan,nan,0.10000000149011612,nan,nan,nan,nan,nan,2.9952732999809086,"{""DC-1"": -358.9884244276929, ""DC-2"": -360.0822007516437, ""DC-3"": -306.74710026097733, ""DC-4"": -350.62626288708066, ""DC-5"": -597.9414724046928}"
3,44,-2001.6509353969304,1393,1393,0,1393,0,892,393,108,0,1000,441,559,0,733,174,559,25,0,13102.866539369203,0,4174,4174,4174,4174,0,0,nan,nan,nan,nan,nan,0.10000000149011612,nan,nan,nan,nan,nan,2.9700310999760404,"{""DC-1"": -343.6251869864144, ""DC-2"": -491.1052540768167, ""DC-3"": -230.66369264172795, ""DC-4"": -414.0557609126341, ""DC-5"": -522.2010407793373}"
4,45,-671.0834495389572,1315,1315,0,826,489,590,315,410,0,1000,661,339,0,443,106,337,20,0,12737.87737235395,492,5489,5489,5489,5489,0,492,6.918134986385097,3.444608131075293,3.473526854825214,-1.2079871665057915,-1.1144837727580916,0.09945271164178848,1.026317390302817,0.5323872042865287,-0.5137903828683075,-0.512039333135784,-0.523003815218988,9.985390799993183,"{""DC-1"": -29.43636078743822, ""DC-2"": -109.81201724076716, ""DC-3"": -93.73057378114903, ""DC-4"": -263.1094954749327, ""DC-5"": -174.99500225466977}"
5,46,790.8656327841567,1014,1014,0,0,1014,301,14,699,0,1000,871,129,0,187,61,126,55,0,13094.961826853749,1012,6503,6503,6503,6503,0,1504,4.467804798260037,2.222433522166942,2.24537126655164,-6.1187706347039565,0.636362721738608,0.10113318264484406,0.255569851813698,0.5324488004205726,3.6581318444156423,3.6572297569879666,3.6671907432936868,14.81560490000993,"{""DC-1"": 44.69186297023546, ""DC-2"": 256.0181318294349, ""DC-3"": 189.95618480705127, ""DC-4"": 91.72267595473623, ""DC-5"": 208.47677722269972}"
6,47,681.8760145682995,1000,1000,0,0,1000,360,0,640,0,1000,848,152,0,254,105,149,68,0,13403.850356004168,1000,7503,7503,7503,7503,0,2504,4.132921073198318,2.07772411608696,2.055196961045265,-13.375090169906617,0.35533590873330834,0.10264667123556137,0.37727143704891203,0.532834018111229,10.869657782554626,10.8694769282341,10.876738251686096,14.994901400001254,"{""DC-1"": 263.8219538803899, ""DC-2"": -132.49201497456892, ""DC-3"": 152.7912082697318, ""DC-4"": 174.68523724297037, ""DC-5"": 223.06963014977637}"
7,48,1190.640317020037,1000,1000,0,0,1000,225,0,775,0,1000,936,64,0,124,64,60,13,0,14031.438010139458,1000,8503,8503,8503,8503,0,3504,4.180281586885452,2.103113283634186,2.077168301820755,-21.314651405334473,0.45090617722272874,0.10532308369874954,0.33413171344995496,0.5330803003311158,18.843395051956175,18.842874460220337,18.84791080188751,13.99587350001093,"{""DC-1"": 344.70906134172094, ""DC-2"": 190.2111856625709, ""DC-3"": 186.013530317792, ""DC-4"": 192.42101959978052, ""DC-5"": 277.28552009817145}"
8,49,1083.9010058952038,1000,1000,0,0,1000,262,0,738,0,1000,920,80,0,167,90,77,57,0,14287.644119331277,1000,9503,9503,9503,9503,0,4504,3.924339890241623,1.964438999414444,1.9599008959531785,-29.003099437713622,0.41376972663402556,0.10841134935617447,0.3485083153247833,0.533512682557106,26.717822456359862,26.71665134048462,26.722563566207885,13.56611030001659,"{""DC-1"": 34.542496607591424, ""DC-2"": 277.5480264445421, ""DC-3"": 288.40488008940974, ""DC-4"": 199.4015633506079, ""DC-5"": 284.0040394030537}"
9,50,1217.5274906628058,1000,1000,0,0,1000,221,0,779,0,1000,942,58,0,118,63,55,49,0,13251.780199728739,1000,10503,10503,10503,10503,0,5504,4.284008123159409,2.14161381649971,2.1423943083286288,-36.69176554870605,0.5127192196249962,0.11308491975069046,0.3008686921000481,0.5336375827789307,34.524632036209105,34.524096866607664,34.52898424720764,14.030679200019222,"{""DC-1"": 337.4609741358101, ""DC-2"": 281.44808504121124, ""DC-3"": 54.685857653488014, ""DC-4"": 260.3439430965119, ""DC-5"": 283.5886307357839}"
10,51,1484.7610545832695,1000,1000,0,0,1000,191,0,809,0,1000,983,17,0,71,56,15,10,0,11905.336587157484,1000,11503,11503,11503,11503,0,6504,4.50095190000534,2.2330391812324524,2.2679127165079116,-43.67905410003662,0.5482457690238952,0.11862049996852875,0.279397229552269,0.5336860780715942,41.6966739768982,41.69845734024048,41.700683151245116,14.30206640000688,"{""DC-1"": 344.3480954030766, ""DC-2"": 300.5175533771986, ""DC-3"": 283.26061668279317, ""DC-4"": 245.31482164010401, ""DC-5"": 311.3199674800961}"
